"nome_da_serie","startYear","endYear","total_votos","averageRating"
"Father Knows Best","1954","1960",9255,6.8
"Father Murphy","1981","1983",403,8.1
"Father Ted","1995","1998",16634,8.7
"Father of the Pride","2004","2005",421,7.2
"Father's Day","2019","2019",12,8.8
"Father, Dear Father","1968","1973",398,7.2
"Fatherhood","2004","2005",309,2.4
"Fatih","2013","2013",30,7.9
"Fatih","2018","2018",603,7.8
"Fatih Harbiye","2013","2014",1483,2.5
"Fatma","2021","2021",1622,7.3
"Fatmagül'ün Suçu Ne?","2010","2012",9930,7.4
"Fauci Unmasked","2022","2022",206,7.4
"Fauda","2015","2022",22562,8
"Fauji","1988","1988",250,6.5
"Faust","1994","1997",40,6.5
"Favole in verde","2009","\N",21,8
"Favorite Son","1988","1988",28,6.3
"Favouritism","2005","2005",112,4.8
"Fawlty Towers","1975","1979",27615,8.4
"Fazbear & Friends","2021","2023",43,8.6
"Fazendas Históricas","2019","\N",7,8.6
"Fazilet Hanim ve Kizlari","2017","2018",1873,8.2
"Feaction","2016","\N",19,7.6
"Fear","2000","2002",121,7.3
"Fear City: New York vs the Mafia","2020","2020",1240,7.2
"Fear Clinic","2009","2009",104,7.4
"Fear Factor","2001","2012",4822,6.4
"Fear Factor","2017","2018",224,7.1
"Fear Factor: Khatron Ke Khiladi","2008","\N",151,7.5
"Fear Files","2006","\N",45,9.4
"Fear Files: Darr Ki Sachchi Tasveerein","2012","\N",16,7
"Fear Itself","2008","2009",10116,6.7
"Fear Thy Neighbor","2014","2024",2178,5.4
"Fear Thy Roommate","2020","\N",89,7.6
"Fear the Walking Dead","2015","2023",361916,8.4
"Fear the Walking Dead: Flight 462","2015","2016",4583,6.4
"Fear the Walking Dead: Passage","2016","2017",2048,6.5
"Fear the Walking Dead: The Althea Tapes","2019","2019",378,6.2
"Fearless","2004","\N",10,8
"Fearless","2016","2016",100,6.3
"Fearless","2017","2017",1046,7.6
"Fearless Planet","2008","\N",23,7.4
"Fearless: The Inside Story of the AFLW","2022","2022",5,8.8
"Feasting on Asphalt","2006","\N",68,9.5
"Feather Boy","2004","2004",8,6.9
"Fedakar","2023","2023",6,8.5
"Fedeltà","2022","2022",471,6.9
"Feds","2023","\N",44,7.9
"Feed the Beast","2016","2016",1342,7.2
"Feeding Frenzy","2008","\N",53,7.2
"Feel Good","2020","2021",3281,7.1
"Feel the Dead","2017","2018",62,8.6
"Feel the Force","2006","\N",7,3.2
"Feeline Productions","2018","\N",94,9.2
"Feels Like Home","2022","\N",35,8.1
"Feels Like Ishq","2021","\N",756,7.2
"Feherty","2011","\N",7,4.2
"Feitiço de Amor","2008","2009",6,8.8
"Fejk","2023","2023",10,6.6
"Fejkpatient","2023","\N",6,6.7
"Felices los 6","2024","\N",97,7.6
"Felicity","1998","2002",8777,7.7
"Felipe Esparza: Bad Decisions","2020","2020",11,6
"Felipe y Letizia","2010","2010",15,5.3
"Felix","1972","1972",28,5
"Felix recenserar","2011","\N",30,6.2
"Felix the Cat","1958","1961",776,6.9
"Felizes para Sempre?","2015","2015",40,9.3
"Fellow Travelers","2023","2023",5862,8.8
"Feluda","2017","2023",176,7.5
"Feluda Pherot","2020","2020",171,7.3
"Feludar Goyendagiri","2022","2022",132,6.7
"Fem myror är fler än fyra elefanter","1977","1977",76,7.8
"Femme Fatales","2011","2012",2327,7.3
"Femmes de loi","2000","\N",33,7
"Feng Qiu Huang","2018","2018",6,9.7
"Feng Wei Ren Jian","2018","\N",10,7.6
"Feng qi Luo Yang","2021","2021",405,9.2
"Fenix","2018","2018",200,7.4
"Fenris","2022","\N",161,7.2
"Feral","2016","\N",57,6.4
"Ferdinand von Schirach - Glauben","2021","2021",199,7.5
"Ferhat ile Sirin","2019","2019",214,5.4
"Feria: La luz más oscura","2022","2022",884,6.5
"Ferienheim Bergkristall","1983","1989",12,7.2
"Fermat no Ryôri","2023","2023",107,9.1
"Fernando","2020","2021",270,7.6
"Fernwood 2 Night","1977","1977",602,9.1
"Ferris Bueller","1990","1991",307,6.7
"Ferry: De Serie","2023","\N",1172,7.7
"Festen","2019","2021",142,6.8
"Festival","1960","1969",19,5.9
"Festival","1963","1964",11,7.1
"Festival de Viña del Mar","1963","\N",7,6.4
"Festival di Sanremo","1951","\N",74,4.2
"Festival international de Cannes","1952","\N",79,8.2
"Festival of Family Classics","1972","\N",185,6.3
"Festmachen","2024","\N",10,6.2
"Festning Norge","2023","\N",88,6.5
"Fett und Fett","2015","\N",241,6.9
"Feud","2017","2024",16517,7.9
"Feuer & Flamme: Mit Feuerwehrmännern im Einsatz","2017","\N",526,9
"Feuerwache 09","1991","\N",5,5.6
"Feuten","2010","2013",405,7.5
"Feux","2016","\N",5,5.4
"Fever Pitch: The Rise of the Premier League","2021","\N",260,8
"Fflam","2021","\N",7,8.3
"Fi","2017","2018",13228,7.8
"Fi Al La La Land","2017","2017",109,7.3
"Fiasco","2021","\N",126,7.4
"Fiasco","2024","2024",360,6.5
"Fibber McGee and Molly","1959","1960",18,8.4
"Fica Comigo","2011","\N",94,10
"Fiddlers Three","1991","1991",5,5
"Field of Vision","2015","\N",5,7.6
"Fiendens fiende","1990","1991",160,7.2
"Fiendish Things","2016","\N",9,4.2
"Fiennes: Return to the Nile","2019","\N",26,7.6
"Fiertés","2018","2018",140,6.9
"Fievel's American Tails","1992","1992",134,5.7
"Fifteen-Love","2023","2023",199,7
"Figaro Pho","2009","\N",189,7.9
"Figgle Chat with Fred Figglehorn","2011","2011",45,1.3
"Fight Class","2011","\N",20,8.9
"Fight Inc: Inside the UFC","2024","2024",58,8.4
"Fight Night: The Million Dollar Heist","2024","\N",117,8
"Fight Quest","2007","\N",149,7.9
"Fight Science","2006","\N",74,8.8
"Fight for Planet A: Our Climate Challenge","2020","\N",5,8
"Fight of the Living Dead","2015","2017",18,7.8
"Fight the Power: How Hip Hop Changed the World","2023","\N",256,6.8
"Fight to Survive","2023","2023",46,8.1
"Fighting Angels: The Series","2008","\N",5,9.4
"Fighting Season","2018","2018",144,8.9
"Fightworld","2018","\N",409,7.7
"Figure 17 Tsubasa & Hikaru","2001","2002",15,7
"Fiksiki","2010","2023",23,8.2
"Files of the Unexplained","2024","\N",1014,5.8
"Filha da Lei","2017","2017",149,7.2
"Filhas de Eva","2021","2021",19,7.4
"Filinta","2014","2016",480,9.1
"Filip och Mona","2019","\N",5,5.4
"Filles du Feu","2023","\N",48,6.8
"Fillmore!","2002","2004",709,8.7
"Film '72","1971","2018",740,7.4
"Film Companion: Movie Reviews","2014","\N",36,8
"Film Fiend","2010","\N",8,8.4
"Film Flickers Movie Review Show","2015","\N",10,7.9
"Film Genre","2002","2002",60,5.9
"Film Night","1970","1976",69,7.2
"Film Noir","2022","2022",13,9
"Film Preview","1966","1967",69,3.6
"Film Profile","1955","1967",31,8.2
"Film Review","1967","\N",52,8.6
"Film Riot","2009","\N",5,7
"Film School Shorts","2013","\N",5,8.6
"Film Theory","2015","\N",1505,7.8
"Film Trash Review","2011","\N",22,6.5
"Film Valor","2016","\N",9,6.2
"Film Wire","2014","\N",6,7
"Filme Gitmeden Önce","2014","\N",102,9.7
"Filmland","2003","2004",21,7.4
"Filmnut","2007","2012",30,9.2
"Filmography","2001","2005",10,8.8
"Films of Hope","2020","\N",42,4.5
"Filmstunde","1991","\N",37,8.5
"Filthy Cities","2011","2011",85,6.8
"Filthy Rich","2020","2020",812,7.4
"Filthy Rich","2016","\N",14,8.1
"Filthy Rich & Catflap","1987","1987",392,7.8
"Filthy Rich: Cattle Drive","2005","\N",124,1
"Filé de Borboleta e Outros Causos","2012","\N",80,7.8
"Fim","2023","\N",195,8.4
"Fim do Mundo","2011","\N",120,7.8
"Final 24","2006","2007",500,7.3
"Final Call for Love","2024","\N",21,8.1
"Final Days of Planet Earth","2006","\N",14,4.1
"Final Draft","2022","\N",275,8.9
"Final Faction","2020","\N",7,9.3
"Final Fantasy: Unlimited","2001","2002",305,4.8
"Final Moments","2022","\N",95,7.8
"Final Space","2018","2021",34331,7.6
"Final Witness","2012","\N",114,7.8
"Finaste familjen","2016","2019",29,6.1
"Find & Design","2004","\N",8,7.4
"Find Me in Paris","2018","2020",1484,8.4
"Find Me in Your Memory","2020","2020",268,8.5
"Finder of Lost Loves","1984","1985",68,8.1
"Finders Keepers","2024","2024",137,6.3
"Finding Alice","2021","2021",573,6.7
"Finding Andrea","2021","2021",54,6.6
"Finding Bigfoot","2011","\N",863,7.4
"Finding Carter","2014","2015",3249,6.6
"Finding Escobar's Millions","2017","2019",191,5.6
"Finding Jesus: Faith. Fact. Forgery.","2015","\N",169,6.2
"Finding Joy","2018","\N",272,5.4
"Finding Magic Mike","2021","2021",85,7.2
"Finding Ola","2022","\N",533,7.3
"Finding Prince Charming","2016","2016",43,7.4
"Finding You","2021","2022",17,5.8
"Finding Your Roots with Henry Louis Gates, Jr.","2012","\N",4228,8
"Fingersmith","2005","2005",308,8.5
"Fingertip","2019","\N",126,7.5
"Fiori sopra l'inferno: I casi di Teresa Battaglia","2023","\N",5,7.2
"Fire Chasers","2017","2017",87,6.5
"Fire Country","2022","\N",10470,7.7
"Fire Island","2017","2017",71,5.3
"Fire in His Fingertips","2019","2021",27,7.2
"Fireball XL5","1962","1963",1187,6.5
"Firebite","2021","2022",298,7
"Firebuds","2022","\N",163,6.6
"Fired on Mars","2023","\N",755,7
"Fireflies","2004","2004",13,5.1
"Firefly","2002","2003",73568,9
"Firefly Lane","2021","2023",8817,7.6
"Fireman Sam","1987","2024",1333,7
"Fires","2021","\N",370,7.1
"Fireside Theatre","1949","1955",39,5.8
"Firestarter: Rekindled","2002","2002",80,5.3
"Fireteam Spectral","2020","\N",55,6.5
"Firildak Ailesi","2013","2016",1443,7.8
"Firing Line","1966","2020",48,8.3
"First","2014","\N",64,4.2
"First Ascent","2010","\N",113,8.4
"First Australians","2008","2008",46,8.7
"First Blood","2022","\N",110,6.8
"First Born","1988","1988",20,6.5
"First Civilizations","2018","2018",73,6.5
"First Class","2022","2022",26,4.5
"First Cut","2007","\N",116,9.1
"First Dates","2013","\N",506,7.2
"First Dates Hotel","2017","\N",87,6.7
"First Dates with Toby Harris","2011","2013",27,7.3
"First Day","2020","2022",149,7.9
"First Five","2023","\N",55,6.6
"First Footprints","2013","2013",31,7.1
"First Impressions with Dana Carvey","2016","2016",6,7
"First Kill","2022","2022",49311,7.7
"First Ladies","2020","2020",362,7.7
"First Ladies Revealed","2017","2017",5,6.8
"First Ladies of Hip-Hop","2023","2023",45,3.3
"First Life","2010","2010",204,8.5
"First Love","2022","2022",1222,8.1
"First Monday","2002","2002",490,8.2
"First Night","1963","1964",129,8.2
"First Peoples","2015","2015",158,8.3
"First Person","2000","2001",406,8.1
"First Team: Juventus","2018","2018",631,7.7
"First Tuesday","1983","1993",67,8
"First Viewing","2017","\N",17,5.7
"First Wave","1998","2001",2598,8.5
"First Wives Club","2019","\N",717,8.1
"First World Problems","2011","\N",208,2.7
"First and Last","2018","\N",199,7.2
"First of the Summer Wine","1988","1989",107,7.7
"Firsts","2020","2021",5,7.2
"Fish","1977","1978",328,6.8
"Fish","2000","\N",6,6.2
"Fish Hooks","2010","2014",658,6.5
"Fish Police","1992","1992",89,8.9
"Fish Warrior","2010","\N",6,3.8
"Fisher","2023","\N",270,7.2
"Fishing with John","1991","1991",558,7.4
"Fisk","2021","\N",1995,7.9
"Fiskepark","2019","\N",65,7.7
"Fist of Fun","1995","1996",81,9
"Fit to Fat to Fit","2016","\N",49,4.9
"Fit to Rule: How Royal Illness Changed History","2013","\N",50,7.3
"Fittrat","2019","\N",283,8
"Five","2017","2017",10,8.8
"Five Bedrooms","2019","\N",1383,8
"Five Came Back","2017","2017",995,8.1
"Five Children and It","1991","1991",15,7.1
"Five Daughters","2010","2010",63,7.6
"Five Days","2007","2010",894,7.1
"Five Days at Memorial","2022","2022",5434,8
"Five Fingers","1959","1960",12,9.4
"Five Guys a Week","2020","2020",12,6.6
"Five Live","2022","2022",10,5.6
"Five Mile Creek","1983","1985",650,8.5
"Five Nights at Freddy's","2014","2016",20,9.8
"Five Nights at Freddy's VHS","2019","2020",282,8.2
"Five Nights at Freddy's: High School","2015","2019",178,2.7
"Five Points","2018","2019",106,9.4
"Five Questions","2018","\N",6,7
"Five Red Herrings","1975","1975",139,7.9
"Five Star Chef","2023","2023",211,6.6
"Five by Five","2017","2017",42,6.7
"Five-Minute Films","1975","\N",460,6.2
"Fix It in Post","2017","\N",7,3.7
"Fixer","2021","\N",47,10
"Fixer Upper","2013","2018",2059,7.7
"Fixer Upper: The Castle","2022","\N",55,7.8
"Fixer Upper: The Hotel","2023","\N",13,7.3
"Fixer Upper: The Lakehouse","2024","2024",26,7.9
"Fixer Upper: Welcome Home","2021","\N",129,8
"Fixer to Fabulous","2019","\N",226,8.7
"Fixer to Fabulous: Italiano","2024","\N",31,6.8
"Fixerr","2019","\N",98,3.9
"Fizruk","2014","2017",1564,7.9
"Fjorden Cowboys","2014","\N",15,7.5
"Flack","2019","2021",1999,7.8
"Flair de famille","2023","\N",28,6.5
"Flaked","2016","2017",3600,7.5
"Flambards","1979","\N",137,7.6
"Flames","2018","2023",6347,8.4
"Flamingo Road","1980","1982",615,6.5
"Flash Forward","1995","1997",230,6.5
"Flash Gordon","1979","1982",622,6.5
"Flash Gordon","1954","1955",434,6.4
"Flash Gordon","1996","1997",9,7.2
"Flash Gordon","2007","2008",1604,5
"Flash Marriage with My Werewolf Husband","2024","2024",13,9.6
"Flashforward","2009","2010",14712,8.2
"Flashpoint","2008","2012",14273,7.4
"Flashpoint","1992","2015",15,10
"Flat TV","2014","2016",879,7.2
"Flatbush Misdemeanors","2021","2022",576,7.3
"Flateyjargátan","2018","2018",118,6.7
"Flatland","2002","2002",11,5.2
"Flavor of Love","2006","\N",430,6.2
"Flavorful Origins","2019","\N",1026,7.8
"Flavours of Romania","2017","\N",244,8.7
"Flea Market Flip","2012","\N",65,6.9
"Fleabag","2016","2019",60739,7.7
"Fleabag Monkeyface","2011","2012",21,4.5
"Fleishman Is in Trouble","2022","2023",4214,7.4
"Fleksnes fataliteter","1972","2003",754,8.5
"Fleming","2014","2014",1036,7.2
"Flemming","2009","2012",259,6.6
"Flesh","2020","2020",351,5.1
"Flesh and Blood","2020","2020",786,7.3
"Flesh and Bone","2015","2015",2353,7.9
"Flesh for the Beast: Tsukiko's Curse","2015","\N",10,5.4
"Flexair","2019","\N",89,8.7
"Flickers","1980","1980",15,7.5
"Flickers!","2014","\N",91,8.9
"Flics","2008","\N",106,7.3
"Flight","1958","1959",8,7.2
"Flight 29 Down","2005","2007",540,7.9
"Flight of the Conchords","2007","2009",15820,8.7
"Flight of the Storks","2012","\N",53,5.5
"Flikken","1999","2009",1859,7.9
"Flikken Maastricht","2007","\N",5846,7.6
"Flikken Rotterdam","2016","\N",1052,8.5
"Flinch","2019","2019",308,5.1
"Flint Town","2018","2018",1170,7.7
"Flip","1970","1974",252,7.7
"Flip","2019","\N",160,7.7
"Flip Flappers","2016","2016",265,7.3
"Flip It Like Disick","2019","2019",47,7.2
"Flip This House","2005","\N",119,5.1
"Flip or Flop","2013","2022",1985,7.5
"Flipped","2001","\N",11,4.7
"Flipped","2020","2020",646,7
"Flipper","1964","1967",2498,6.9
"Flipper","1995","2000",644,6.2
"Flipper & Lopaka","1999","2005",13,8.5
"Flipping 101","2020","\N",102,6.1
"Flipping Bangers","2017","\N",241,8.8
"Flipping Out","2007","2018",321,6.1
"Flipping Vegas","2011","\N",36,5.8
"Flirty Dancing","2019","2020",60,8.4
"Flo","1980","1981",249,7.2
"Flodder","1993","1999",2489,7.3
"Flog It!","2002","\N",7,6.2
"Floga & anemos","2022","2022",46,8.8
"Floogals","2016","\N",223,5
"Floor Is Lava","2020","\N",1703,6
"Flop Show","1989","\N",289,8.8
"Flor Salvaje","2011","\N",9,7
"Flordelis: Em Nome da Mãe","2022","2022",33,8.6
"Florian","2015","\N",25,9.4
"Floribama Murders","2023","\N",25,6.9
"Floribella","2005","2008",32,8.4
"Floricienta","2004","2005",62,8
"Florida Girls","2019","\N",165,7.4
"Florida Man","2023","2023",2228,6.8
"Florida Man Murders","2021","\N",112,6.2
"Floris","1969","1969",544,7.1
"Flower Boy Next Door","2013","2013",222,7.5
"Flower That Blooms at Night","2024","2024",139,7.6
"Flower of Evil","2022","2022",6,7.5
"Flowers","2016","2018",1926,7.3
"Flowers in the Attic: The Origin","2022","2022",524,7.7
"Flucht im Namen Gottes - Die Hugenotten","2018","2018",10,6.2
"Fluffy Breaks Even","2015","\N",8,7.3
"Fluid","2020","2020",23,9.2
"Flunk","2018","\N",8,8.4
"Flus","2022","\N",76,8.2
"Fluss des Lebens","2013","2019",137,5.1
"Fly Girls","2010","2010",6,6.4
"Flyback","2017","2017",5,9.8
"Flying Blind","1992","1993",243,7.7
"Flying High","1978","1979",164,6.5
"Flying Wild Alaska","2011","2012",167,8.2
"Flying Witch","2016","2016",157,7.2
"Flykten till Östermalm","2023","\N",83,4.1
"Folding Ideas","2011","\N",48,8.8
"Folk","2012","\N",51,8.8
"Folk America","2009","\N",6,7.2
"Folk med ångest","2021","2021",863,6.7
"Folkeopplysningen","2012","\N",34,9.3
"Folklore","2018","2021",1138,6.5
"Follow","2023","2023",24,6.4
"Follow Kar Lo Yaar","2024","\N",176,5.2
"Follow This","2018","2018",447,4.7
"Follow de SOA","2021","2021",6,8.8
"Follow the Sun","1961","1962",8,9.4
"Followers","2020","2020",42,6.7
"Follyfoot","1971","1973",252,6.8
"Fonejacker","2007","2008",203,8.7
"Fonoi sto kabanario","2023","2023",61,7.9
"Food - Delicious Science","2017","2017",26,8.6
"Food Factory","2012","\N",544,7.6
"Food Lore","2019","\N",142,8
"Food Markets: In the Belly of the City","2013","\N",83,8.3
"Food Network Challenge","2003","\N",9,8.1
"Food Paradise","2007","\N",18,8.3
"Food Party","2009","2010",5,8.6
"Food Porn","2015","\N",25,6.4
"Food Revolution","2010","2011",196,7.7
"Food Safari","2006","2013",27,8.2
"Food Tech","2010","\N",88,6.4
"Food Theory","2020","\N",283,8.6
"Food Unwrapped","2012","\N",66,6.8
"Food: Fact or Fiction?","2015","\N",15,8.6
"Food: Truth or Scare","2016","\N",238,6
"Foodie Love","2019","\N",636,7.3
"Foodtastic","2021","2021",132,5.6
"Fool Me Once","2024","2024",8934,7.1
"Foot de rue","2005","2010",6,9
"Football Hooligans International","2007","\N",155,8.1
"Football's Darkest Secret","2021","2021",23,8.1
"Football's Greatest Moments","2018","2018",95,7.5
"Footballers Wive$: Extra Time","2005","2006",39,7.6
"Footballers' Wives","2002","2006",874,7.3
"For All Mankind","2019","\N",72098,7.8
"For Better or Worse","2011","2017",60,8.6
"For Better or for Worse","2003","2005",19,9
"For Heaven's Sake","2021","2021",133,7.6
"For Her Sins","2023","2023",127,6.8
"For Life","2020","2021",5469,7.7
"For My Man","2015","\N",5,8.6
"For My Woman","2017","\N",5,9.8
"For Real: The Story of Reality TV","2021","2021",6,6
"For the Love","2023","\N",67,9.4
"For the Love of Ada","1970","1971",288,7.6
"For the Love of DILFs","2023","\N",50,7.9
"For the Love of Kitchens","2021","\N",36,9.6
"For the Love of Mike","1991","\N",7,7.8
"For the People","1965","1965",110,9
"For the People","2018","2019",3802,7
"For the Record","1976","1990",19,8.3
"For the Record","2020","\N",7,8.5
"Forbidden History","2013","\N",1036,6.1
"Forbidden Love","2020","2020",268,5.5
"Forbidden Science","2009","2009",343,6.4
"Forbidden: Dying for Love","2015","2019",419,6.9
"Forbrydelsen","2007","2012",14659,7.8
"Forces of Nature with Brian Cox","2016","2016",231,7.9
"Ford Star Jubilee","1955","1956",272,8
"Foreign Correspondent","1996","\N",7,7
"Foreign Intrigue","1951","1955",49,6.5
"Forensic Files","1996","2011",36968,8.2
"Forensic Files II","2020","\N",1826,7.5
"Forensic Firsts","2012","2013",117,8.5
"Forensic Investigators","2004","2006",240,8.1
"Forensics NZ","2016","\N",5,7
"Forensics: Catching the Killer","2021","\N",24,8.1
"Forensics: The Real CSI","2019","2024",236,7.9
"Forensics: You Decide","2009","\N",14,5.7
"Foresight","2021","2021",47,4.9
"Forestillinger","2007","2007",23,8.5
"Forever","2014","2015",29737,8.4
"Forever","2018","2018",2894,7.1
"Forever Knight","1992","1996",3125,8.1
"Forever Summer: Hamptons","2022","2022",79,5.2
"Forevermore","2014","2015",104,7.2
"Forged in Fire","2015","\N",3458,8.4
"Forged in Fire: Beat the Judges","2020","\N",14,8
"Forged in Fire: Knife or Death","2018","\N",93,6.8
"Forget About It","2011","\N",31,6.3
"Forgotten","1999","\N",74,8
"Forgotten Internet","2019","\N",104,8.8
"Forgotten Planet","2011","\N",138,6.8
"Forhøret","2019","2023",1732,6.2
"Forky Asks a Question","2019","2020",4667,6.2
"Formula 1","1950","\N",23967,6
"Formula 1: BBC Sport","2009","2015",279,8.4
"Formula 1: Drive to Survive","2019","\N",47419,7.6
"Formula 1: Grill the Grid","2016","\N",397,6.8
"Formula 1: Ten Sport","2003","\N",12,7.2
"Formula E","2014","\N",105,5.9
"Forræder","2022","\N",281,8.7
"Forst","2024","\N",725,6.5
"Forsthaus Falkenau","1989","2013",336,7.6
"Forsvinningen - Lørenskog 31. oktober 2018","2022","2022",624,6.7
"Fort Boyard","1990","\N",32,8.9
"Fortellinger fra Drammen","2014","\N",45,6.4
"Fortier","2001","\N",12,9
"Fortitude","2015","2018",11901,7.3
"Fortress Britain","2023","2023",36,6.9
"Fortunate Son","2020","\N",76,6.9
"Fortune Arterial: Akai yakusoku","2010","\N",6,5.2
"Fortune Dane","1986","1986",14,6.4
"Fortunes of War","1987","1987",206,7.5
"Forty Eight Hours","1988","\N",6062,4.6
"Forty Minutes","1981","1994",135,8.8
"Fortysomething","2003","2003",550,8.2
"Força Koeman","2021","\N",60,8.3
"Fosca Innocenti","2022","\N",89,5.8
"Fosse/Verdon","2019","2019",3773,7.9
"Foster's Home for Imaginary Friends","2004","2009",7198,7.2
"Fotballkrigen","2010","\N",21,7.6
"Foudre","2007","2011",6,8.8
"Found","2016","\N",13,6
